,companyId,companyName,companyRating,companyEmployees,companyLocation,companyDescription,companyType
65,company_65,Sagara Technology,4.6,51 to 200 employees,Jakarta,"MoEngage is an insights-led customer engagement platform for customer-obsessed marketers and product owners. We help you delight your customers and retain them for longer. With MoEngage you can analyze customer behavior and engage them with personalized communication across the web, mobile, and email. MoEngage is a full-stack solution consisting of powerful customer analytics, AI-powered customer journey orchestration, and personalization - in one dashboard. From Fortune 500 enterprises such as Deutsche Telekom, Samsung, and Ally to mobile-first brands such as Flipkart, OLA, and bigbasket - MoEngage has helped amplify customer engagement for all. Product managers and growth marketers can use MoEngage to provide a personalized experience throughout the customer lifecycle stages – from onboarding to retention to growth. What makes MoEngage different, is a full-stack solution consisting of powerful customer analytics, AI-powered customer journey orchestration and personalization capabilities - in one dashboard.",Information Technology
66,company_66,PTC,4.1,5001 to 10000 employees,Jakarta,"Cadence is a pivotal leader in electronic systems design, building upon more than 30 years of computational software expertise. The company applies its underlying Intelligent System Design strategy to deliver software, hardware, and IP that turn design concepts into reality. Cadence customers are the world’s most innovative companies, delivering extraordinary electronic products from chips to boards to complete systems for the most dynamic market applications, including hyperscale computing, 5G communications, automotive, mobile, aerospace, consumer, industrial, and healthcare. For nine years in a row, Fortune magazine has named Cadence one of the 100 Best Companies to Work For. Learn more at cadence.com.",Information Technology
67,company_67,Fave,4.1,201 to 500 employees,Jakarta,"We built Ruma because we want low income communities to have access to products and services that would improve their lives. The challenge of access for these communities is not always due to distance, but also due to their low purchasing power and lack of information access. The goods available in these communities are usually lower quality but at a higher price than the department stores. We are uniting the power of millions of low income families to provide them with better access to goods and services. We do this by recruiting local entrepreneurs and leaders to facilitate ordering, payment &amp; delivery for their neighbors using our technology. We split profits with the entrepreneurs, so the local economy could continue to thrive. By providing access to reliable information and good-quality products through our technology, we believe we can strengthen these communities and support them raise their income and dignity.",Information Technology
68,company_68,DKatalis Labs,4.2,201 to 500 employees,Jakarta,"NetApp is the intelligent data infrastructure company, combining unified data storage, integrated data services, and CloudOps solutions to turn a world of disruption into opportunity for every customer. No matter the data type, workload or environment, we help our customers transform their data infrastructure to identify new business possibilities.",Information Technology
69,company_69,AccelByte,4.3,201 to 500 employees,Jakarta,"Niagahoster (PT Web Media Technology Indonesia) is a part of a multinational IT company, Hostinger International, Ltd., which has served millions of customers around the world. Our vision is to help thousands of business owners build their online presence with high-performing websites. At Niagahoster, we are committed to supporting our team to become formidable and remarkable individuals. By combining our aspiring values and your eager passion, we can help millions of people unlock the power of the Internet. Expect to work with professionals in a supportive environment, have a flexible working schedule, and become highly appreciated for every effort you made.",Information Technology
70,company_70,Google Cloud,4.2,Unknown,Jakarta,"Virtual Calibre Group is a JAST Company (Japan System Techniques Ltd) which is listed in Tokyo Stock Exchange Board 1 with its operation’s spreading across Japan, China, Thailand and Singapore with revenue exceeding RM 850 Million in FY 2022 ViIrtual Calibre is an SAP Services and VAR Partner, with the acquisition, Virtual Calibre will be expanding its SAP Consulting Services in the ASEAN region as one of global delivery centers, supporting Malaysian and other ASEAN Clients. We provide services across various industry sectors. Our offshore delivery approach is flexible and is customized to the specific needs of our clients. We are one of the fastest growing SAP provider in the region. Our philosophy is continuous innovation and personalized service which makes us the preferred choice of our clients. Our SAP Managed services are: • SAP T&M • SAP Consulting • SAP Support • SAP VAR ( Value Added Reseller) for S4/Hana Virtual Calibre has niche SAP professionals that has vast exposure in managing and executing complex SAP Consulting, Implementations, Projects and System Integration &amp; SAP Consolidations, Migrations and Upgrades in various countries including Malaysia, Singapore, Taiwan, Philippines, Hong Kong, South Africa, Saudi Arabia and India.",Information Technology
71,company_71,Booz Allen Hamilton,4.2,10000+ employees,Jakarta,"At Criteo, our culture is as unique as it is diverse. From our offices around the world or from home, our incredible team of 3,200 Criteos collaborates to develop an open and inclusive environment. We aim to create a place where people can grow and learn from each other while having a meaningful impact. We work together to achieve our goals, push boundaries, and share successes. All of this supports us in our mission to power the world’s marketers with trusted and impactful advertising.",Information Technology
72,company_72,Seiko Epson,4.0,10000+ employees,Jakarta,"Ness is a full lifecycle digital engineering firm offering digital advisory through scaled engineering services. Combining our core competence in engineering with the latest in digital strategy and technology, we seamlessly manage Digital Transformation journeys from strategy through execution to help businesses thrive in the digital economy. As your tech partner, we help engineer your company’s future with cloud and data. Ness provides global capabilities & local presence to support our clients. We have 21 locations and 4,500+ employees with innovation hubs and delivery teams in regions known for their engineering talent. For more information, visit www.ness.com. Working at Ness We know that people are our greatest asset. Our staff’s professionalism, innovation, teamwork, and dedication to excellence have helped us build our strong reputation in digital platform engineering. It is these qualities that are vital to our continued success. As a Ness employee, you will be working on products and platforms for client companies that are leading their fields in innovation. The opportunity to evolve your expertise by using new cutting-edge technologies will expand your horizons and create an exciting work environment. You’ll also gain enormous knowledge working alongside other highly skilled professionals that will help accelerate your career progression. At Ness we treat our values of innovation, partnership, and ambition with the highest priority, and they are placed at the very core of our business — to guide us through our daily operations and interactions with our customers. We offer our employees exciting and challenging projects across a diverse range of industries, as well as the opportunity to collaborate with a group of forward thinking, capable partners around the globe. Learn more at Ness.com/careers and follow us on LinkedIn, Twitter and Facebook.",Information Technology
73,company_73,Ecommerce,4.3,51 to 200 employees,Jakarta,"At Rocket, we believe that a single, well executed idea can change the world. That’s why we build great companies and invest in the most promising startups. We then use our expertise to scale these businesses into leading positions. Our network of companies is active around the globe with more than 36,000 people - and all these activities offer unique opportunities for you.",Information Technology
74,company_74,AMD,4.0,10000+ employees,Jakarta,"Born in 1981, Bloomberg is a leading global information and technology company. We deliver trusted data, real-time news, insights, and connectivity to professional decision makers around the world. What's extraordinary about Bloomberg is what delivering on that mission makes happen. We enable investors, companies, and governments to make smarter decisions, which grow savings, power development and help solve shared problems. In a complex, interconnected world, we deliver facts and insight that elevate public debate. We make markets fairer, more open, and better informed, which grows economies, creates jobs and raises living standards for people all around the world.",Information Technology
75,company_75,Palo Alto Networks,4.0,10000+ employees,Jakarta,"Since our launch in 2013, we’ve had the crazy big goal of making design accessible to everyone. We were founded on the belief that people shouldn't need to understand complex software to unlock their creativity. We’re leveling the playing field and democratizing access to design and visual communication by empowering 100% of the world to communicate in a way that was once limited to the 1%.",Information Technology
76,company_76,redBus India,4.5,501 to 1000 employees,Jakarta,"Motorola Solutions is solving for safer. We build and connect technologies to help protect people, property and places. Our solutions enable the collaboration between public safety agencies and enterprises that’s critical for a proactive approach to safety and security. Learn more about how we’re solving for safer communities, safer schools, safer hospitals, safer businesses – safer everywhere – at www.motorolasolutions.com.",Information Technology
77,company_77,CSG,4.0,5001 to 10000 employees,Jakarta,"From the start, the Fortinet vision has been to deliver broad, truly integrated, high-performance security across the IT infrastructure. We provide top-rated network and content security, as well as secure access products that share intelligence and work together to form a cooperative fabric. Our unique security fabric combines purpose-built ASICs, an intuitive operating system, and applied threat intelligence to give you proven security, exceptional performance, and better visibility and control--while providing easier administration. Our flagship enterprise firewall platform, FortiGate, is available in a wide range of sizes and form factors to fit any environment, and provides a broad array of next generation security and networking functions. Complementary products can be deployed with a FortiGate to enable a simplified, end-to-end security infrastructure.",Information Technology
78,company_78,Vonage,4.1,1001 to 5000 employees,Jakarta,"Intuit is the global financial technology platform that powers prosperity for the people and communities we serve. With approximately 100 million customers worldwide using products such as TurboTax, Credit Karma, QuickBooks, and Mailchimp, we believe that everyone should have the opportunity to prosper. Our strategy is to create an AI-driven expert platform that helps solve our customers’ most important financial challenges. By digitizing the financial services industry, we’re giving people the confidence they need to make the right decisions for themselves and their families. Working with a day-one entrepreneurial mindset, we’re always open to new perspectives and ideas. This helps us remain nimble, encourages experimentation and open collaboration, and results in a constant stream of game-changing innovations. Through our culture of inclusion and belonging, you can do meaningful work with a diverse community of people who share your values and support you in doing the best work of your life. Learn more about Intuit and our career opportunities at intuit.com/careers.",Information Technology
79,company_79,ZEN Rooms,4.0,201 to 500 employees,Jakarta,"Founded in 1991, CAD-IT is a leading global ISO 9001:2008 certified Product Lifecycle Management (PLM), Service Lifecycle Management (SLM) and manufacturing systems integrator and education provider. With 14 offices and presence in ASEAN (Singapore, Malaysia, Thailand, Vietnam, Indonesia), China (Shanghai, Beijing, Shenzhen, Chengdu, Suzhou, Hong Kong), Europe (UK, Ireland) and USA as well as a manufacturing plant in China (Suzhou) which is listed on the China Stock Exchange (科益股份 870871), which are ISO 9001:2008 and ISO TS16949:2002 certified, we have since built a customer base of more than 2,000 engineering companies and trained over 10,000 professionals.",Information Technology
80,company_80,MoEngage,4.1,501 to 1000 employees,Jakarta,"IFS develops and delivers cloud enterprise software for companies around the world who manufacture and distribute goods, build and maintain assets, and manage service-focused operations. Within our single platform, our industry specific products are innately connected to a single data model and use embedded digital innovation so that our customers can be their best when it really matters to their customers – at the Moment of Service™. IFS.ai weaves through all IFS capabilities, democratizing how and when to use Artificial Intelligence in your business. Industrial AI™ is IFS.ai. The industry expertise of our people and of our growing ecosystem, together with a commitment to deliver value at every single step, has made IFS a recognized leader and the most recommended supplier in our sector. Our global team of over 7,000 employees every day live our values of agility, trustworthiness and collaboration in how we support thousands of customers. Learn more about how our enterprise software solutions can help your business today at ifs.com. Connect with us on LinkedIn: IFS Follow us on X: @ifs Check out our grid on Instagram: @ifs.ai Give us a like on Facebook: @IFSdotcom Visit the IFS Blog on technology, innovation and creativity: blog.ifs.com",Information Technology
81,company_81,Cadence Design Systems,4.3,10000+ employees,Jakarta,"A media buying platform built for what matters. Trusted journalism. Premium streaming TV. One-click commerce. All these amazing online experiences thrive on an open internet. And they’re all fueled by relevant advertising. That’s why we created an independent media buying platform designed for the open internet. One that helps marketers reach more customers in more places, with more transparency and choice at every stage — from planning to pricing to performance. At its best, the internet is an open marketplace of ideas, content, and commerce. And we intend on keeping it that way. Because the open internet matters. We hope you’ll join us on our mission.",Information Technology
82,company_83,Rekan Usaha Mikro Anda,4.3,501 to 1000 employees,Jakarta,"Gemalto is the global leader in digital security, with 2017 annual revenues of €3 billion and customers in over 180 countries. We bring trust to an increasingly connected world. Gemalto’s solutions are at the heart of modern life, from payment to enterprise security and the internet of things. We authenticate people, transactions and objects, encrypt data and create value for software – enabling our clients to deliver secure digital services for billions of individuals and things. Our 15,000 employees operate out of 114 offices, 40 personalization and data centers, and 35 research and software development centers located in 47 countries.",Information Technology
83,company_84,NetApp,4.0,10000+ employees,Jakarta,"Glassdoor is a thriving community for workplace conversations. Through the products we make, the communities we create, and the insights we share, we’re breaking down barriers to help people get ahead in work and in life. Every day, millions of professionals turn to us to find their work people by engaging in real talk with peers, searching jobs, exploring reviews, and sharing salary info. As long as there is work to be done and life to be lived, Glassdoor will be there.",Information Technology
84,company_85,Niagahoster,4.2,201 to 500 employees,Jakarta,"Indeed is the #1 job site in the world* with 580M Job Seeker Profiles**. Indeed strives to put job seekers first, giving them free access to search for jobs, post resumes, and research companies. Every day, we connect millions of people to new opportunities. *Comscore, Total Visits, March 2024 **Indeed data (worldwide), job seeker accounts with a unique, verified email address",Information Technology
85,company_86,Virtual Calibre,4.5,201 to 500 employees,Jakarta,"Arista Networks is an industry leader in cognitive cloud networking for mission-critical data center and campus environments. Arista’s award-winning platforms deliver availability, agility, automation analytics and security through CloudVision® and Arista EOS®, an advanced network operating system. Committed to open standards, our platforms range in speeds from 10-400 gigabits per second. At the core of Arista's platform is the Extensible Operating System (EOS™), a ground-breaking network operating system with single-image consistency across hardware platforms, and modern core architecture enabling in-service upgrades and application extensibility. Arista's Company Culture is based on values that include: Focus on Customer Quality Integrity/Doing the Right Thing Innovation Empowerment/Every Employee is a mini CEO Respect Pride Trust see https://www.arista.com/en/company/corporate-responsibility",Information Technology
86,company_87,Majoo,4.0,201 to 500 employees,Jakarta,"From the greenest buildings to the cleanest cars, from the smartest factories to the biggest stories, amazing things are created every day with Autodesk. Over four decades we’ve worked together with our customers to transform how things are made, and in doing so, we’ve also transformed what can be made. A car’s performance now inspires the method of its manufacture, a city’s infrastructure helps predict the unpredictable, and the creation of ever-bigger universes shapes ever-bigger stories. Today our solutions span countless industries empowering innovators everywhere. But we’re restless to do more. We don’t believe in waiting for progress, we believe in making it. By combining and recombining technologies. By blurring boundaries, reinventing rules, and merging fields. By unleashing talent and unlocking insights across industries. By helping our customers converge on solutions to the challenges we all face today. At Autodesk, we believe that when you have the right tools to work and think flexibly you have the power to transform what actually needs making. The power to design and make a better world for all. Important Notice: Recruitment Scams Autodesk has been notified that there may be individuals impersonating Autodesk recruiters by posting fake job descriptions, conducting fraudulent interviews, sharing offer letters, and/or requesting payment or money transfers. If you are contacted by anyone requesting payment from you as a part of the hiring process, do not respond. Autodesk would never engage a candidate in this manner. We are aware of this ongoing situation and are monitoring it closely.",Information Technology
87,company_88,Criteo,4.1,1001 to 5000 employees,Jakarta,"Making Business and Payment Secure and Easy since year 2000 Finexus Group is a diversified technology financial services company, headquartered in Malaysia. We currently service over 80 banks and financial institutions from New Zealand, Australia to ASEAN and India. Over 95% of our 400 employees are dedicated to technical development, deployment and support, demonstrating our extensive and versatile technology arsenal.",Information Technology
88,company_89,DataOn,4.2,51 to 200 employees,Jakarta,"Zoho Corp. is a privately-held and profitable company with three divisions: - Zoho.com, provider of smart cloud software for growing business with more than 10 million users - ManageEngine, IT Management Software, with over 72,000 customers - WebNMS, a Network Management Suite with 25,000 Tier 1 carrier deployments). With U.S. headquarters in Pleasanton, CA and offices in Austin, Chennai, London, Tokyo and Beijing, Zoho Corp. serves the technology needs of millions of customers worldwide. For more information about Zoho Corp., please visit www.zohocorp.com.",Information Technology
89,company_90,Ness Digital Engineering,4.1,5001 to 10000 employees,Jakarta,"Axis creates network solutions that improve security and inspire new ways of doing business. Through continual innovation since 1984, Axis is the industry leader in network video, and offers products and services for video surveillance and analytics, access control, intercom and audio systems. The goal of making life better guides everything we do at Axis. For us, innovation has always been about how we can add new dimensions to society. To make a positive difference, we trust in each other’s initiative and imagination, share knowledge, and build close relationships with our partners and end customers.",Information Technology
90,company_91,Rocket Internet,4.2,201 to 500 employees,Jakarta,"MathWorks is the leading developer of mathematical computing software. MATLAB, the language of engineers and scientists, is a programming environment for algorithm development, data analysis, visualization, and numeric computation. Simulink is a block diagram environment for simulation and Model-Based Design of multidomain and embedded engineering systems. Engineers and scientists worldwide rely on these product families to accelerate the pace of discovery, innovation, and development in automotive, aerospace, electronics, financial services, biotech-pharmaceutical, and other industries. MATLAB and Simulink are also fundamental teaching and research tools in the world's universities and learning institutions. Founded in 1984, MathWorks employs more than 6500 people in 16 countries, with headquarters in Natick, Massachusetts, USA.",Information Technology
91,company_92,Bloomberg,4.0,10000+ employees,Jakarta,"Everything is possible... thanks to 3DEXPERIENCE virtual worlds! With more than 300,000 customers in 12 industrial sectors, from high-tech to life sciences, from fashion to transport, Dassault Systèmes works with companies and innovators around the world to imagine the sustainable innovations of today and tomorrow. For more information, visit www.3ds.com",Information Technology
92,company_93,Canva,4.1,1001 to 5000 employees,Jakarta,"Netcore Cloud is a global Martech product company that helps B2C brands build outstanding digital experiences with a range of products that help in customer acquisition, engagement, and retention. We are the first and leading AI/ML-powered marketing automation and customer engagement platform offering brands a detailed view of their consumer base. Netcore Cloud offers a global perspective that empowers clients to fully understand marketing trends worldwide and forging a space where marketers activate superpowers and achieve wins through the worlds most innovative technology. Netcore at its core is also a beacon of human-centricity, transparency, and unwavering values for its employees.",Information Technology
93,company_94,Motorola Solutions,4.3,10000+ employees,Jakarta,"Since our inception in 2015, we have come a long way - from one office to 54 branches across 11 major cities in India, from a team of a couple of friends to a family of 600 amazing people - and this has all been achieved by the team. CARS24 is defined by its people - the owners of the business! If you want to be a part of exceptionally driven, capable team solving a real consumer problem, talk to us!",Information Technology
94,company_95,Fortinet,4.0,10000+ employees,Jakarta,"QAD Inc. is a leading provider of adaptive, cloud-based enterprise software and services for global manufacturing companies. Global manufacturers face ever-increasing disruption caused by technology-driven innovation and changing consumer preferences. In order to survive and thrive, manufacturers must be able to innovate and change business models at unprecedented rates of speed. QAD calls these companies Adaptive Manufacturing Enterprises. QAD solutions help customers in the automotive, life sciences, packaging, consumer products, food and beverage, high tech and industrial manufacturing industries rapidly adapt to change and innovate for competitive advantage. QAD also operates through a few divisions which we have outlined below: QAD Dynasys delivers Digital Supply Chain Planning software and solutions to keep pace with emerging business disruptors and to turn volatility into competitive advantage . Our mission is to empower global companies to realize supply chain excellence and agility through innovative technology and best-practice expertise whilst respecting our core values of trust and integrity. QAD Precision provides industry-leading global trade management, transportation execution and multi carrier shipping software solutions from a single, integrated platform. Preeminent industry leaders in every region of the world rely on our global support centers, global carrier network and comprehensive trade compliant document library to streamline global trade, leverage thousands of carriers and manage millions of shipping transactions every day. An ISO-certified company, QAD Precision assists companies around the world to minimize shipping costs, optimize first mile and last mile deliveries, avoid compliance delays and mitigate the risks associated with dynamic trading environments. QAD Allocation is a best of breed solution provider for strategic purchasing and supplier quality management. We are founder led and have been operating for over 20 years. The entire procurement process beyond contract awarding of a product lifecycle is centralized & organized using our Supplier Management, Sourcing, Auctions and Collaboration modules, formerly ASTRAS.",Information Technology
95,company_96,Intuit,4.3,10000+ employees,Jakarta,"SelfMade is a venture backed start-up located in Manhattan. We are marketing partner with just what you need to grow your online business. We focus on empowering small to medium-sized e-commerce entrepreneurs, with the singular mission of helping them realize their dreams. Our approach combines technology and marketing expertise to deliver effective and affordable growth solutions. The SelfMade team values constant improvement, a commitment to excellence, and communication that is honest, thoughtful and kind. We have an inclusive, innovative, and inspired workplace, driven by our passion for our customers' success.",Information Technology
96,company_97,CAD-IT Consultants,4.2,501 to 1000 employees,Jakarta,"BairesDev is an award-winning software outsourcing company trusted by 500+ clients, including Google, Pinterest, Adobe, Rolls-Royce, and more. Over the past 15 years, we’ve completed more than 1,200 projects across 100 industry sectors. Our Solutions -Custom Software Development -QA & Software Testing -Front-End & Back-End Development -Android/iOS App Development -Modernization & Migration …and more How it Works (3 Flexible Engagement Models) Staff Augmentation: Our software developers in your team. Software Dev Teams: Our software teams in your organization. Software Outsourcing: Our PM & software teams autonomously building end-to-end solutions for you.",Information Technology
97,company_98,IFS,4.2,5001 to 10000 employees,Jakarta,"At Cloudera, we empower global enterprises to harness data to tackle today’s toughest challenges. We help you transform any data, anywhere, into valuable and reliable insights. Our scalable, open, and secure data management solutions deliver portable, cloud-native analytics. We enable industry leaders to turn complex data into clear, actionable insights. With our hybrid data platform, organizations can build a data-driven future by ensuring data, wherever it resides, reaches those who need it most. Our values aim to Empower Clouderans with a People First culture that fosters innovation, collaboration, and drives results for our business and customers, all while pursuing equality, commitment, integrity, and risk-taking. We attract top talent with our inclusive, collaborative culture and ensure a positive candidate experience from the start. Our employees enjoy the freedom to innovate, a healthy work-life balance, and competitive compensation. We value contributions, encourage professional growth, and enable our team to make a difference. Join us to be part of a team where your skills are recognized, your ideas matter, and your career can thrive.",Information Technology
98,company_99,The Trade Desk,4.1,1001 to 5000 employees,Jakarta,"Ice House is a global software development agency that offers on-demand technical consulting, product design, project management and engineering implementation services. We are proud to be 1 of 25 Google Certified Agencies in the world. Ice House has serviced hundreds of projects worldwide, including featured work for premier start-up and enterprise clients such as Paramount Pictures, Player.me, Go-Jek (the #1 Unicorn in Indonesia), Lion Parcell, Blue Bird and Bank BCA (the largest bank in Indonesia). The team is made up of world-class designers, architects, developers and project managers who have collectively shipped product for some of the world’s largest companies and most innovative startups. We have worked and delivered in verticals spanning across e-commerce, finance, transportation, entertainment and social.",Information Technology
99,company_100,VisioNet,4.2,5001 to 10000 employees,Jakarta,"Genesys empowers more than 8,000 organizations in over 100 countries to improve loyalty and business outcomes by creating the best experiences for their customers and employees. Through Genesys Cloud, the AI-powered Experience Orchestration platform, Genesys delivers the future of CX to organizations of all sizes so they can provide empathetic, personalized experience at scale. As the trusted platform that is born in the cloud, Genesys Cloud helps organizations accelerate growth by enabling them to differentiate with the right customer experience at the right time, while driving stronger workforce engagement, efficiency and operational improvements.",Information Technology
100,company_101,Innohub Technologies,4.4,5001 to 10000 employees,Jakarta,"At Asana, you’ll do meaningful, purpose-driven work. We’re not just building a product that helps teams collaborate—we’re powering organizations to their biggest goals. For the past six years, we've been recognized as an award-winning workplace by Fortune, Great Place to Work, Fast Company, Glassdoor, and Inc. Magazine. Our inclusive culture is intentionally built to enable our teams to be creative and make an impact. We’re looking for passionate individuals to join us on our journey. Come make an impact with us.",Information Technology
101,company_102,Wego,4.6,201 to 500 employees,Jakarta,"At Kata.ai, we are not only working hard, but we’re also working smart and having fun while doing it. We have a diverse background &amp; perspective, pursue ideas that define the future through the power of technology, and create something that we’re proud of. Our office is home for remarkable people whether they are a dreamer, innovator, believer, doer, or an achiever. We help them to grow their current roles, encourage their potential both personally and professionally, and empowering to carve their own path in the company. Sounds like the kind of place you’d like to be? Then we’d love to meet you!",Information Technology
102,company_103,Jatis Mobile,4.0,51 to 200 employees,Jakarta,"At Aruba, a Hewlett Packard Enterprise company, we believe that the most dynamic customer experiences happen at the Edge. But where exactly is the Edge? It could be a workplace, a hospital, a school, or even a remote worker’s home. In these environments, data is generated by users, devices, and things. Organizations that successfully harness that data—by analyzing and acting on it in real time—can reveal valuable insights and deliver new services. More than that, they can delight their customers or produce better outcomes.",Information Technology
103,company_104,Packet Systems,4.1,51 to 200 employees,Jakarta,"Yandex is a technology company that builds intelligent products and services powered by machine learning. Our goal is to help consumers and businesses better navigate the online and offline world. Since 1997, as the Internet pioneers, we have delivered world-class, locally relevant search and information services. Additionally, we have developed market-leading on-demand transportation services, navigation products, and other mobile applications for millions of consumers across the globe. Yandex, which has over 30 offices worldwide, has been listed on the NASDAQ since 2011.",Information Technology
104,company_105,Gemalto,4.1,10000+ employees,Jakarta,"As a leader in multi-cloud data management, Veritas Technologies is uniquely equipped to empower and help organizations of all sizes conquer the complexity of managing and protecting their business-critical data. Over 80,000 customers—including 87% of the Fortune Global 500—rely on us to help ensure the protection, recoverability and compliance of their data. Veritas operates in 35+ countries worldwide, with over 7,000 people employed across many roles and functions. Powered by our Cloud Scale Technology, Veritas is delivering today on its strategy for autonomous data management that reduces operational overhead while delivering greater value. Why join us? We solve what no one else can. Visit veritas.com/company/careers to learn more about joining #TeamVeritas.",Information Technology
105,company_106,Pintar,4.2,Unknown,Jakarta,"Braze is a leading customer engagement platform that powers lasting connections between consumers and brands they love. Braze allows any marketer to collect and take action on any amount of data from any source, so they can creatively engage with customers in real time, across channels from one platform. From cross-channel messaging and journey orchestration to Al-powered experimentation and optimization, Braze enables companies to build and maintain absolutely engaging relationships with their customers that foster growth and loyalty.",Information Technology
106,company_107,Tester Work,4.4,51 to 200 employees,Jakarta,"Qiscus is a B2B company that focuses on SaaS. To date, Qiscus has several products under its wings: Qiscus Multichannel Chat, In-App Chat SDK, WhatsApp Business API as well as Qiscus Meet. It continues to innovate and discover new products for its target market. Since its inception in Singapore over 7 years ago till the end of 2020, Qiscus has helped hundreds of clients from 23 industries in 19 countries, with 13 various use cases in its portfolio. Qiscus is a leading omnichannel and in-app chat technology provider whose purpose is to assist companies of any size to embrace new expectations of excellent customer engagement through the ability to engage in timely conversations at scale, with whoever and from wherever.",Information Technology
107,company_108,Glassdoor,4.3,501 to 1000 employees,Jakarta,ProjectManager.com’s award-winning project management system combines powerful project planning and scheduling features with collaboration tools for teams. Plan large or small projects. Plan in sprints or plan waterfall projects on the interactive Gantt chart. Adjust due dates with easy drag and drop scheduling. Attach files and comments to collaborate on tasks with your team. ProjectManager.com takes project planning to a whole new level.,Information Technology
108,company_109,Indeed,4.0,10000+ employees,Jakarta,"AppsFlyer helps brands make good choices for their business and their customers through innovative, privacy-preserving measurement, analytics, fraud protection, and engagement technologies. Built on the idea that brands can increase customer privacy while providing exceptional experiences, AppsFlyer empowers thousands of creators and 8,000+ technology partners to create better, more meaningful customer relationships. To learn more, visit www.appsflyer.com.",Information Technology
109,company_110,IGT Solutions,4.2,10000+ employees,Jakarta,"Encora is the preferred digital engineering and modernization partner of some of the world’s leading enterprises and digital native companies. With nearshore offices globally, we deliver accelerated enterprise modernization, innovation services at scale, and managed offerings for enterprise continuity. A pure-play digital engineering expert in cloud-first, data-first, and AI-first technologies, we help our clients embrace agile and DevSecOps approaches for realizing business-focused solutions. We have deep cluster capabilities and a history of serving HiTech, Healthcare & Life Sciences, Retail & CPG, Energy & Utilities, Banking, Financial Services & Insurance, Travel, Transportation & Logistics, Telecom & Media, Automotive, and other specialized industries. With over 9,000 associates in 47+ offices and innovation labs across the U.S., India, Europe, Canada, Latin America, Australia, and Asia Pacific, we bring a global delivery footprint and same time-zone engineering capability, enabling clients to scale. At Encora, we firmly believe that Encorians are the cornerstone of our success. We are dedicated to nurturing their passion and potential by offering comprehensive career development opportunities across high-impact projects at the forefront of technological innovation. Over 90% of our people work in Great Place to Work® sites as part of an award-winning culture. Our exceptional work culture globally is underscored by recognitions earned from Great Place to Work in 8 countries and recognition as the Fastest Growing Engineering Services Company in 2023 by the Everest group. Fast Facts: Expertise: Product Engineering & Development, Cloud Services, Quality Engineering, DevSecOps, Data & Analytics, Digital Experience, Gen AI & LLM Engineering, and Cybersecurity. Presence: 9,000+ associates in 47+ offices | Headquartered in Scottsdale, Arizona",Information Technology
110,company_111,Arista Networks,4.1,1001 to 5000 employees,Jakarta,"Techolution is a high-tech consulting company on a mission to accelerate digital transformation for our clients across the globe. We are a very successful start-up that is small enough to care and large enough to be trusted by some of the top brands in the world such as Apple, JPMC, DBS Bank, NBC, Stryker, JCrew, etc. Techolution serves clients across the USA, India, Singapore, and Mauritius. We specialize in UI Modernization, Cloud Transformation, Internet of Things, Big Data & Artificial Intelligence. We enable our customers with UX Design & Project Management services to achieve digital product excellence through our signature optimization of the Agile methodology called “High-Velocity Product Development” (HVPD). We have developed a wealth of world-class products, owned by Techolution, in the space of Virtual Reality, Facial Recognition, Smart Water Monitoring, and many more cutting-edge digital products in the pipeline.",Information Technology
111,company_112,Autodesk,4.3,10000+ employees,Jakarta,"At Epicor, we know that success comes from working together. Everyone has a role to play, and it’s the essential partnerships across our company that are crucial to our customer’s success and our growth as a business. Together, we go further and imagine an even brighter future. Whatever your career journey, we’ll help you find the right path. Through our training courses, mentorship, and continuous support, you’ll get everything you need to thrive. At Epicor, your success is our success. And that success really matters, because we’re the essential partners to the world’s most essential businesses – the hardworking companies who make, move, and sell the things the world needs.",Information Technology
112,company_113,FINEXUS Group,4.2,201 to 500 employees,Jakarta,"If you ever found yourself in a car in the noughties, chances are you’ve used TomTom’s tech. If you use ride-hailing apps, delivery services, in-vehicle navigation systems – anything that runs on maps or uses location data – chances are you’re still using TomTom’s tech. The world runs on geolocation data. And the richer and fresher that data is, the further we push the limits of possibility. That’s why we’ve set our sights on something that’s never been done before. The TomTom Maps platform will be the world’s first open mapping ecosystem, collecting the world’s infinite stream of location data into one shared database. Powered by our industry-spanning partners and a team of 4,000 talented TomTom’ers, we’re building a map so sophisticated it will update alongside reality – opening up new avenues for innovation. It’s an ambitious goal, for sure. But we revolutionized geolocation technology once – we’re ready to do it again. Are you up for the challenge? Engineer the first real-time map.",Information Technology
113,company_114,HashedIn by Deloitte,4.2,1001 to 5000 employees,Jakarta,"Bolt is the first European super-app with the mission to make urban mobility more affordable, safe and sustainable. Bolt has 75 million customers in 45 countries across Europe and Africa. The company offers a range of mobility services including ride-hailing, shared cars and scooters, and food and grocery delivery. We believe in a future with less car ownership and flexible urban mobility. By bringing reliable on-demand transport to the masses, we’re helping cities evolve towards decreased traffic congestion and pollution. Having reached a $2B valuation in just 6 years, we’re all about hyper-fast growth. And we’re just getting started. Let’s build the future of transportation together! More info at http://bolt.eu/",Information Technology
